address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"12830 Walker Branch Rd Charlotte, NC 28273",35.100365,-80.985087,1,rooftop,12830,"Walker Branch Dr",,,Charlotte,NC,"Mecklenburg County",28273,US,Mecklenburg
"6110 The Plaza Charlotte, NC 28215",35.247647,-80.751659,0.9,rooftop,6110,"The Plz",,,Charlotte,NC,"Mecklenburg County",28215,US,Mecklenburg
"11430 N. Tyron St. Charlotte, NC 28262",35.318311,-80.747559,0.33,place,,,,,Charlotte,NC,"Mecklenburg County",28262,US,"TIGER/Line® dataset from the US Census Bureau"
"8420 Steele Creek Rd. Charlotte, NC 28273",35.172092,-80.961981,1,rooftop,8420,"Steele Creek Rd",,,Charlotte,NC,"Mecklenburg County",28273,US,Mecklenburg
"4391 Central Ave., Corner Of Kilborne Drive Charlotte, NC 28205",35.214715,-80.771398,0.95,rooftop,4391,"Central Ave",,,Charlotte,NC,"Mecklenburg County",28205,US,Mecklenburg
"1235 Pecan Ave., Charlotte, NC 28205",35.220071,-80.814031,1,rooftop,1235,"Pecan Ave",,,Charlotte,NC,"Mecklenburg County",28205,US,Mecklenburg
"1533 South Blvd Charlotte, NC 28203",35.213718,-80.855115,1,rooftop,1533,"South Blvd",,,Charlotte,NC,"Mecklenburg County",28203,US,Mecklenburg
"5700 Albemarle Road Charlotte, NC 28212",35.203341,-80.750031,1,rooftop,5700,"Albemarle Rd",,,Charlotte,NC,"Mecklenburg County",28212,US,Mecklenburg
"9628 Rea Rd. Charlotte, NC 28277",35.037855,-80.806063,1,rooftop,9628,"Rea Rd",,,Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
"610 S. Caldwell Street, Unit 101 Charlotte, NC 28202",35.220276,-80.845666,1,rooftop,610,"S Caldwell St",Unit,101,Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
"9308 Kendall Dr. Charlotte, NC 28214",35.273469,-80.960696,1,rooftop,9308,"Kendall Dr",,,Charlotte,NC,"Mecklenburg County",28214,US,Mecklenburg
"8120 University City Blvd Charlotte, NC 28213",35.292595,-80.745709,1,rooftop,8120,"University City Blvd",,,Charlotte,NC,"Mecklenburg County",28213,US,Mecklenburg
"7860 Rea Rd Charlotte, NC 28277",35.058929,-80.816131,1,rooftop,7860,"Rea Rd",,,Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
"13845 Conlan Circle Charlotte, NC 28277",35.055914,-80.851055,1,rooftop,13845,"Conlan Cir",,,Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
"14125 Steele Creek Rd. Charlotte, NC 28273",35.102381,-80.98756,1,rooftop,14125,"Steele Creek Rd",,,Charlotte,NC,"Mecklenburg County",28273,US,Mecklenburg
"10730 Providence Rd. Charlotte, NC 28277",35.063333,-80.77105,1,rooftop,10730,"Providence Rd",,,Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
"5100 Beatties Ford Rd. Charlotte, NC 28216",35.305633,-80.857911,1,rooftop,5100,"Beatties Ford Rd",,,Charlotte,NC,"Mecklenburg County",28216,US,Mecklenburg
"900 Metropolitan Ave Ste 2 Charlotte, NC 28204",35.214778,-80.834488,1,rooftop,900,"Metropolitan Ave",Ste,2,Charlotte,NC,"Mecklenburg County",28204,US,Mecklenburg
"32 Village Center Dr. Clayton, NC 27527",35.654177,-78.345981,1,rooftop,32,"Village Center Dr",,,Clayton,NC,"Johnston County",27527,US,Johnston
"11911 Us 70 Bus Hwy West, Corner Of Shotwell Road Clayton, NC 27520",35.656738,-78.479827,0.95,rooftop,11911,"US Hwy 70 Bus W",,,Clayton,NC,"Johnston County",27520,US,Johnston
"1433 Lewisville Clemmons Rd. Clemmons, NC 27012",36.07372,-80.389376,1,rooftop,1433,"Lewisville-Clemmons Rd",,,Clemmons,NC,"Forsyth County",27012,US,Forsyth
"2770 Lewisville Clemmons Rd. Clemmons, NC 27012",36.022576,-80.382523,1,rooftop,2770,"Lewisville-Clemmons Rd",,,Clemmons,NC,"Forsyth County",27012,US,Forsyth
"507 College Street Clinton, NC 28328",34.99999,-78.320589,1,rooftop,507,"College St",,,Clinton,NC,"Sampson County",28328,US,Sampson
"333 W Mills St. Columbus, NC 28722",35.247879,-82.203495,1,rooftop,333,"W Mills St",,,Columbus,NC,"Polk County",28722,US,Polk
"6150 Bayfield Pkwy Concord, NC 28027",35.41701,-80.679229,1,rooftop,6150,"Bayfield Pkwy",,,Concord,NC,"Cabarrus County",28027,US,Cabarrus
"5225 Poplar Tent Rd Concord, NC 28027",35.412362,-80.665223,1,rooftop,5225,"Poplar Tent Rd",,,Concord,NC,"Cabarrus County",28027,US,Cabarrus
"1260 Union St S Concord, NC 28025",35.377625,-80.551458,1,rooftop,1260,"Union St S",,,Concord,NC,"Cabarrus County",28025,US,Cabarrus
"44 Branchview Drive, Ne, Corner Of Old Concord Salisbury Road Concord, NC 28025",35.42037,-80.572368,1,rooftop,44,"Branchview Dr NE",,,Concord,NC,"Cabarrus County",28025,US,Cabarrus
"931 Concord Parkway, Highway 29 Concord, NC 28027",35.427105,-80.614479,1,rooftop,931,"Concord Pkwy N",,,Concord,NC,"Cabarrus County",28027,US,Cabarrus
"102 Rockbarn Rd., Northeast Conover, NC 28613",35.708366,-81.206189,1,range_interpolation,102,"Rockbarn Rd",,,Conover,NC,"Catawba County",28613,US,"TIGER/Line® dataset from the US Census Bureau"
"19305 W. Catawba Ave. Po Box 1364 Cornelius, NC 28031",35.475639,-80.891955,1,rooftop,19305,"W Catawba Ave",,1364,Cornelius,NC,"Mecklenburg County",28031,US,Mecklenburg
"612 N. Main St. Creedmoor, NC 27522",36.122066,-78.685303,1,rooftop,612,"N Main St",,,Creedmoor,NC,"Granville County",27522,US,Granville
"3126 Dallas-high Shoals Hwy. Dallas, NC 28034",35.317442,-81.190041,1,range_interpolation,3126,"Dallas High Shoals Hwy",,,Dallas,NC,"Gaston County",28034,US,"TIGER/Line® dataset from the US Census Bureau"
"2002 Shiloh Church Rd. Davidson, NC 28036",35.441715,-80.763412,1,rooftop,2002,"Shiloh Church Rd",,,Davidson,NC,"Cabarrus County",28036,US,Cabarrus
"127 S. Main St., Po Box 279 Davidson, NC 28036",35.498138,-80.84855,1,rooftop,127,"S Main St",,279,Davidson,NC,"Mecklenburg County",28036,US,Mecklenburg
"310 Vernon St. Denton, NC 27239",35.63123,-80.106325,1,range_interpolation,310,"Vernon Ave",,,Denton,NC,"Davidson County",27239,US,"TIGER/Line® dataset from the US Census Bureau"
"7409 Webbs Rd., Denver, NC 28037",35.51851,-81.004226,1,rooftop,7409,"Webbs Rd",,,Denver,NC,"Lincoln County",28037,US,Lincoln
"6050 South Nc 16 Business Highway Denver, NC 28037",35.546236,-81.050202,0.57,street_center,,"Hwy 16",,,Denver,NC,"Lincoln County",28037,US,"TIGER/Line® dataset from the US Census Bureau"
"5111 Wake Forest Rd. Durham, NC 27703",35.977064,-78.792104,1,rooftop,5111,"Wake Forest Hwy",,,Durham,NC,"Durham County",27703,US,Durham
"4037 Durham Chapel Hill Blvd Durham, NC 27707",35.966623,-78.959302,1,rooftop,4037,"Durham Chapel Hill Blvd",,,Durham,NC,"Durham County",27707,US,Durham
"8210 Renaissance Pkwy Durham, NC 27713",35.902705,-78.956705,1,rooftop,8210,"Renaissance Pkwy",,,Durham,NC,"Durham County",27713,US,Durham
"930 Martin Luther King Jr. Durham, NC 27713",35.947815,-78.923031,1,rooftop,930,"Martin Luther King Jr Pkwy",,,Durham,NC,"Durham County",27713,US,Durham
"6911 Garrett Rd. Durham, NC 27707",35.921029,-78.959867,1,rooftop,6911,"Garrett Rd",,,Durham,NC,"Durham County",27707,US,Durham
"5311 Roxboro Rd. Durham, NC 27712",36.077929,-78.910323,1,range_interpolation,5311,"Roxboro Rd",,,Durham,NC,"Durham County",27712,US,"TIGER/Line® dataset from the US Census Bureau"
"1845 Martin Luther King Pkwy. Durham, NC 27707",35.960597,-78.959906,1,rooftop,1845,"Martin Luther King Jr Pkwy",,,Durham,NC,"Durham County",27707,US,Durham
"3737 N. Roxboro St., Corner Of Carver Avenue Durham, NC 27704",36.039794,-78.899699,1,rooftop,3737,"N Roxboro St",,,Durham,NC,"Durham County",27704,US,Durham
"2010 Sedwick Rd. Durham, NC 27713",35.889074,-78.894892,1,rooftop,2010,"Sedwick Rd",,,Durham,NC,"Durham County",27713,US,Durham
"3573 Hillsborough Rd. Durham, NC 27705",36.021677,-78.953601,1,rooftop,3573,"Hillsborough Rd",,,Durham,NC,"Durham County",27705,US,Durham
"625 South Van Buren Road Eden, NC 27288",36.491679,-79.740747,1,rooftop,625,"S Van Buren Rd",,,Eden,NC,"Rockingham County",27288,US,Rockingham
"801 North Broad St Edenton, NC 27932",36.069919,-76.605171,1,rooftop,801,"N Broad St",,,Edenton,NC,"Chowan County",27932,US,Chowan
"101 W. Ehringhaus St. Elizabeth City, NC 27909",36.295883,-76.224248,1,rooftop,101,"W Ehringhaus St",,,"Elizabeth City",NC,"Pasquotank County",27909,US,Pasquotank
"371 S. Poplar St. / Po Box 2066 Elizabethtown, NC 28337",34.624723,-78.606808,1,rooftop,371,"S Poplar St",,2066,Elizabethtown,NC,"Bladen County",28337,US,Bladen
"1127 N. Bridge Street Elkin, NC 28621",36.26352,-80.850366,1,range_interpolation,1127,"N Bridge St",,,Elkin,NC,"Surry County",28621,US,"TIGER/Line® dataset from the US Census Bureau"
"300 Man Grove Rd. Emerald Isle, NC 28594",34.663859,-77.041459,1,rooftop,300,"Mangrove Dr",,,"Emerald Isle",NC,"Carteret County",28594,US,"NC Geographic Information Coordinating Council"
"80 W. Jackson Blvd,, Harnett Plaza Erwin, NC 28339",35.337919,-78.676225,1,rooftop,80,"W Jackson Blvd",,,Erwin,NC,"Harnett County",28339,US,Harnett
"4240 S. Main St. Farmville, NC 27828",35.581295,-77.593506,1,range_interpolation,4240,"S Main St",,,Farmville,NC,"Pitt County",27828,US,"TIGER/Line® dataset from the US Census Bureau"
"2056 Skibo Rd Fayetteville, NC 28314",35.055223,-78.975082,1,rooftop,2056,"Skibo Rd",,,Fayetteville,NC,"Cumberland County",28314,US,Cumberland
"3026 Bragg Blvd. Fayetteville, NC 28303",35.075362,-78.929489,1,rooftop,3026,"Bragg Blvd",,,Fayetteville,NC,"Cumberland County",28303,US,Cumberland
"522 Owen Dr Fayetteville, NC 28304",35.034321,-78.932594,1,rooftop,522,"Owen Dr",,,Fayetteville,NC,"Cumberland County",28304,US,Cumberland
"4923 Raeford Rd., Ireland Drive Plaza Fayetteville, NC 28304",35.04248,-78.960164,1,rooftop,4923,"Raeford Rd",,,Fayetteville,NC,"Cumberland County",28304,US,Cumberland
"9539 Cliffdale Rd Fayetteville, NC 28304",35.029706,-79.06104,1,rooftop,9539,"Cliffdale Rd",,,Fayetteville,NC,"Cumberland County",28304,US,Cumberland
"100 Law Road Fayetteville, NC 28311",35.107341,-78.878243,1,rooftop,100,"Law Rd",,,Fayetteville,NC,"Cumberland County",28311,US,Cumberland
"7496 Rockfish Rd. Fayetteville, NC 28306",34.982077,-79.0156,1,rooftop,7496,"Rockfish Rd",,,Fayetteville,NC,"Cumberland County",28306,US,Cumberland
"404 Ramsey St. Fayetteville, NC 28301",35.057602,-78.875721,1,rooftop,404,"Ramsey St",,,Fayetteville,NC,"Cumberland County",28301,US,Cumberland
"3450 Hendersonville Rd., Corner Of Highway 25 And Cane Creek Road Fletcher, NC 28732",35.434763,-82.501296,1,rooftop,3450,"Hendersonville Rd",,,Fletcher,NC,"Henderson County",28732,US,Henderson
"2700 Timber Dr Garner, NC 27529",35.715334,-78.638484,1,rooftop,2700,"Timber Dr",,,Garner,NC,"Wake County",27529,US,Wake
"1040 Timber Dr E Garner, NC 27529",35.687484,-78.579632,1,rooftop,1040,"Timber Dr E",,,Garner,NC,"Wake County",27529,US,Wake
"790 Timber Drive Garner, NC 27529",35.686597,-78.616638,1,rooftop,790,"Timber Dr",,,Garner,NC,"Wake County",27529,US,Wake
"5680 Nc Highway 42 West Garner, NC 27529",35.603009,-78.570277,1,rooftop,5680,"Nc Hwy 42 W",,,Garner,NC,"Johnston County",27529,US,Johnston
"425 Cox Rd Gastonia, NC 28054",35.264596,-81.138357,1,rooftop,425,"Cox Rd",,,Gastonia,NC,"Gaston County",28054,US,Gaston
"1850 West Franklin Boulevard Gastonia, NC 28052",35.260242,-81.215289,1,rooftop,1850,"W Franklin Blvd",,,Gastonia,NC,"Gaston County",28052,US,Gaston
"1803 S. New Hope Road Gastonia, NC 28054",35.24225,-81.134903,1,rooftop,1803,"S New Hope Rd",,,Gastonia,NC,"Gaston County",28054,US,Gaston
"2580 Court Drive Gastonia, NC 28054",35.273201,-81.135699,1,rooftop,2580,"Court Dr",,,Gastonia,NC,"Gaston County",28054,US,Gaston
"1075 E. Hudson Blvd., Gastonia, NC 28054",35.232173,-81.170241,1,rooftop,1075,"E Hudson Blvd",,,Gastonia,NC,"Gaston County",28054,US,Gaston
"3658 South New Hope Rd. Gastonia, NC 28056",35.222515,-81.101723,1,rooftop,3658,"S New Hope Rd",,,Gastonia,NC,"Gaston County",28056,US,Gaston
"1204 Sunburst Dr Goldsboro, NC 27534",35.380193,-77.939121,1,rooftop,1204,"Sunburst Dr",,,Goldsboro,NC,"Wayne County",27534,US,Wayne
"2203 Wayne Memorial Dr. Goldsboro, NC 27534",35.398629,-77.962923,1,rooftop,2203,"Wayne Memorial Dr",,,Goldsboro,NC,"Wayne County",27534,US,Wayne
"401 S. Main St Graham, NC 27253",36.063189,-79.401056,1,rooftop,401,"S Main St",,,Graham,NC,"Alamance County",27253,US,Alamance
"10775 Nc Hwy 55 Grantsboro, NC 28529",35.140769,-76.843574,1,rooftop,10775,"NC 55 Hwy",,,Grantsboro,NC,"Pamlico County",28529,US,Pamlico
"1212 Bridford Pkwy Greensboro, NC 27407",36.056541,-79.906687,1,rooftop,1212,"Bridford Pkwy",,,Greensboro,NC,"Guilford County",27407,US,Guilford
"2701 Lawndale Dr Greensboro, NC 27408",36.104649,-79.821102,1,rooftop,2701,"Lawndale Dr",,,Greensboro,NC,"Guilford County",27408,US,Guilford
"1628 Highwoods Blvd Greensboro, NC 27410",36.114771,-79.874928,1,rooftop,1628,"Highwoods Blvd",,,Greensboro,NC,"Guilford County",27410,US,Guilford
"3000 Battleground Ave. Greensboro, NC 27408",36.115903,-79.835783,1,rooftop,3000,"Battleground Ave",,,Greensboro,NC,"Guilford County",27408,US,Guilford
"309 East Cornwallis Drive Greensboro, NC 27408",36.102839,-79.784957,1,rooftop,309,"E Cornwallis Dr",,,Greensboro,NC,"Guilford County",27408,US,Guilford
"4310 W. Wendover Ave Greensboro, NC 27407",36.057652,-79.889912,1,rooftop,4310,"W Wendover Ave",,,Greensboro,NC,"Guilford County",27407,US,Guilford
"1615 Spring Garden St Greensboro, NC 27403",36.063886,-79.816749,1,rooftop,1615,"Spring Garden St",,,Greensboro,NC,"Guilford County",27403,US,Guilford
"605 College Rd Greensboro, NC 27410",36.087307,-79.888979,1,rooftop,605,"College Rd",,,Greensboro,NC,"Guilford County",27410,US,"City of Greensboro"
"3341 Randleman Rd. Greensboro, NC 27406",36.003778,-79.805755,1,rooftop,3341,"Randleman Rd",,,Greensboro,NC,"Guilford County",27406,US,Guilford
"2042 Rankin Mill Road Greensboro, NC 27405",36.151698,-79.70959,1,rooftop,2042,"Rankin Mill Rd",,,Greensboro,NC,"Guilford County",27405,US,Guilford
"2210 Fleming Rd. Greensboro, NC 27410",36.126462,-79.906109,1,rooftop,2210,"Fleming Rd",,,Greensboro,NC,"Guilford County",27410,US,Guilford
"1903 West Florida Street Greensboro, NC 27403",36.051826,-79.821877,1,rooftop,1903,"W Florida St",,,Greensboro,NC,"Guilford County",27403,US,"City of Greensboro"
"1040 Alamance Church Rd Greensboro, NC 27406",36.041074,-79.771382,1,rooftop,1040,"Alamance Church Rd",,,Greensboro,NC,"Guilford County",27406,US,Guilford
"4000 Battleground Ave. Greensboro, NC 27410",36.146796,-79.868397,1,rooftop,4000,"Battleground Ave",,,Greensboro,NC,"Guilford County",27410,US,Guilford
"3040 Evans St Greenville, NC 27834",35.577059,-77.38355,1,rooftop,3040,"Evans St",,,Greenville,NC,"Pitt County",27834,US,Pitt
"704 So Memorial Dr Greenville, NC 27834",35.606808,-77.395938,0.7,nearest_rooftop_match,702,"S Memorial Dr",,,Greenville,NC,"Pitt County",27834,US,"NC Geographic Information Coordinating Council"
"1895 E. Firetower Rd Greenville, NC 27858",35.566241,-77.356666,1,rooftop,1895,"E Fire Tower Rd",,,Greenville,NC,"Pitt County",27858,US,Pitt
"3116 East 10th Street Greenville, NC 27858",35.599585,-77.334345,1,rooftop,3116,"E 10th St",,,Greenville,NC,"Pitt County",27858,US,Pitt
"14636 Us Hwy 17 N Hampstead, NC 28443",34.366432,-77.711148,1,rooftop,14636,"US Hwy 17",,,Hampstead,NC,"Pender County",28443,US,Pender
"4300 Nc Highway 49 S Harrisburg, NC 28075",35.32257,-80.648981,1,rooftop,4300,"Nc Hwy 49 S",,,Harrisburg,NC,"Cabarrus County",28075,US,Cabarrus
"103 Catawba Rd Havelock, NC 28532",34.911093,-76.936403,1,rooftop,103,"Catawba Rd",,,Havelock,NC,"Craven County",28532,US,Craven
"1009 W. Main Street Haw River, NC 27258",36.090792,-79.380328,1,rooftop,1009,"W Main St",,,"Haw River",NC,"Alamance County",27258,US,Alamance
"109 Dabney Dr. Henderson, NC 27536",36.319712,-78.414729,1,rooftop,109,"Dabney Dr",,,Henderson,NC,"Vance County",27536,US,Vance
"1605 Four Seasons Blvd. Hendersonville, NC 28792",35.333793,-82.449076,1,rooftop,1605,"4 Seasons Blvd",,,Hendersonville,NC,"Henderson County",28792,US,Henderson
"2001 Spartanburg Highway, At The Corner Of Highland Lake Road Hendersonville, NC 28792",35.291234,-82.429628,1,rooftop,2001,"Spartanburg Hwy",,,Hendersonville,NC,"Henderson County",28792,US,Henderson
"522 S. Main St. Hendersonville, NC 28792",35.308268,-82.458444,1,rooftop,522,"S Main St",,,Hendersonville,NC,"Henderson County",28792,US,Henderson
"1910 Catawba Valley Blvd Se Hickory, NC 28602",35.700868,-81.307985,1,rooftop,1910,"Catawba Valley Blvd SE",,,Hickory,NC,"Catawba County",28602,US,Catawba
"2701 South Nc Highway 127, Highway 127 And Harris Farm Road Hickory, NC 28602",35.691105,-81.358791,1,rooftop,2701,"S NC 127 Hwy",,,Hickory,NC,"Catawba County",28602,US,Catawba
"1220 Highway 321 Nw Hickory, NC 28601",35.747173,-81.365746,1,rooftop,1220,"Hwy 321 NW",,,Hickory,NC,"Catawba County",28601,US,Catawba
"1504 Ne 2nd St. Hickory, NC 28601",35.753092,-81.335982,1,rooftop,1504,"2nd St NE",,,Hickory,NC,"Catawba County",28601,US,Catawba
"2225 12th Avenue Ne Hickory, NC 28601",35.74415,-81.295121,1,rooftop,2225,"12th Ave NE",,,Hickory,NC,"Catawba County",28601,US,Catawba
"1050 Mall Loop Rd High Point, NC 27262",35.993587,-80.006998,1,range_interpolation,1050,"Mall Loop Rd",,,"High Point",NC,"Guilford County",27262,US,"TIGER/Line® dataset from the US Census Bureau"
"2200 Westchester Dr, Ste #126 High Point, NC 27262",35.939615,-80.035626,1,rooftop,2200,"Westchester Dr",Ste,126,"High Point",NC,"Guilford County",27262,US,Guilford
"1119 Eastchester Dr High Point, NC 27265",35.992566,-79.999392,1,rooftop,1119,"Eastchester Dr",,,"High Point",NC,"Guilford County",27265,US,Guilford
"124 Montlieu Ave. High Point, NC 27262",35.965831,-80.011157,1,rooftop,124,"Montlieu Ave",,,"High Point",NC,"Guilford County",27262,US,Guilford
"200 Us Highway 70a E Hildebran, NC 28637",35.715416,-81.416529,1,rooftop,200,"US Hwy 70A E",,,Hildebran,NC,"Burke County",28637,US,Burke
"100 Grand Hill Place Holly Springs, NC 27540",35.660395,-78.851487,1,rooftop,100,"Grand Hill Pl",,,"Holly Springs",NC,"Wake County",27540,US,Cary
"151 Village Walk Dr. Holly Springs, NC 27540",35.641807,-78.839001,1,rooftop,151,"Village Walk Dr",,,"Holly Springs",NC,"Wake County",27540,US,Cary
"3100 Legion Rd. Hope Mills, NC 28348",35.003699,-78.917282,1,rooftop,3100,"Legion Rd",,,"Hope Mills",NC,"Cumberland County",28348,US,Cumberland
"3966 S. Main Street Hope Mills, NC 28348",34.966106,-78.944811,1,rooftop,3966,"S Main St",,,"Hope Mills",NC,"Cumberland County",28348,US,Cumberland
"3369 Hickory Blvd. Hudson, NC 28638",35.833955,-81.459669,1,rooftop,3369,"Hickory Blvd",,,Hudson,NC,"Caldwell County",28638,US,Caldwell
"9801 Sam Furr Rd Huntersville, NC 28078",35.443179,-80.861406,1,rooftop,9801,"Sam Furr Rd",,,Huntersville,NC,"Mecklenburg County",28078,US,Mecklenburg
"16715 Old Statesville Rd. Huntersville, NC 28078",35.440424,-80.845278,1,rooftop,16715,"Old Statesville Rd",,,Huntersville,NC,"Mecklenburg County",28078,US,Mecklenburg
"7920 Sam Furr Road Huntersville, NC 28078",35.444087,-80.893967,1,rooftop,7920,"Sam Furr Rd",,,Huntersville,NC,"Mecklenburg County",28078,US,Mecklenburg
"9931 Gilead Rd Huntersville, NC 28078",35.407835,-80.862349,1,rooftop,9931,"Gilead Rd",,,Huntersville,NC,"Mecklenburg County",28078,US,Mecklenburg
"4300 Old Monroe Road Indian Trail, NC 28079",35.067423,-80.678712,1,rooftop,4300,"Old Monroe Rd",,,"Indian Trail",NC,"Union County",28079,US,Union
"1395d Western Blvd Jacksonville, NC 28546",34.786056,-77.404368,1,rooftop,1395-D,"Western Blvd",,,Jacksonville,NC,"Onslow County",28546,US,"NC Geographic Information Coordinating Council"
"400 Western Blvd. Jacksonville, NC 28546",34.76803,-77.38404,1,rooftop,400,"Western Blvd",,,Jacksonville,NC,"Onslow County",28546,US,Onslow
"2400 Gum Branch Rd. Jacksonville, NC 28540",34.800312,-77.438829,1,rooftop,2400,"Gum Branch Rd",,,Jacksonville,NC,"Onslow County",28540,US,Onslow
"4700 Piedmont Pkwy. Jamestown, NC 27282",36.041013,-79.929506,1,rooftop,4700,"Piedmont Pkwy",,,Jamestown,NC,"Guilford County",27282,US,Guilford
"520 N. Cannon Blvd. Kannapolis, NC 28083",35.501507,-80.6087,1,rooftop,520,"N Cannon Blvd",,,Kannapolis,NC,"Cabarrus County",28083,US,Cabarrus
